unique_samplingProtocol_value,n_count
"TUCKER TRAWL 1,333 MESH(DOUBLE OBLIQUE)",3
15-10mab,2
MRDAER0200000002_METH_002,2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=625,2
A number of branches collected,2
GearType=Scampi trawl; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=21.9,2
Meth_7,2
"1/2 lb. TNT, Palau spear gun",2
60/80' fish trawl,2
80 ft balloon trawl,2
2 ft dredge,2
10-ft seine,2
"dipnet, revolving screen",2
mini-spear,2
Gillnet.,2
trap w/bait,2
caught in cages of oysters hauled up for sampling,2
Poison at low tide.,2
15 ft. conical net w/5 ft. mouth,2
"191' trawl B.M.V. oval doors, 100 fm ground cables",2
"trawl, 220m cable",2
"trawl, 210m cable",2
30 min otter trawl,2
8 mesh (?),2
500 m. wire,2
700m wire,2
wire out,2
Lampara net.,2
fly hook,2
NT,2
Mooring (Year),2
trawled dredge; subsamplingcoefficient: 0.356,2
trawled dredge; subsamplingcoefficient: 0.559,2
trawled dredge; subsamplingcoefficient: 0.189,2
trawled dredge; subsamplingcoefficient: 0.06,2
trawled dredge; subsamplingcoefficient: 0.337,2
trawled dredge; subsamplingcoefficient: 0.274,2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 65. Duration of haul (minutes): 90",2
"Sampling Gear: Young-fish trawl, 330 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 80. Duration of haul (minutes): 60",2
Length of wire (m): 65,2
"Nesuton net, 505 micron mesh",2
van Veen grab 0.1 m squared,2
72' balloon trawl,2
"scuba, rotenone coll.",2
poison station around coral heads.,2
Rotenone & dipnets,2
4' seine.,2
prawn trap 47,2
Spear & liquid,2
"large otter trawl, 375 m wire out",2
"Bottom trawl, 440 wire out.",2
dragnet,2
"2' dredge nets & night light, dipnets",2
"18 in. wire trap, 4' U trap.",2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Hoki"",""MitigationEquipment"":""baffler, other""}",2
GearType=Stramin net,2
"Secchi disk, H2O bottle, bucket",2
trawled dredge; subsamplingcoefficient: 0.325,2
trawled dredge; subsamplingcoefficient: 0.531,2
Driver core,2
dredges,2
"trawled, local fisherman",2
trawled alive,2
Hooka divers,2
fishing trawler,2
by net,2
coral fence net,2
DIPNET; NIGHT LIGHT,2
poison station with spear,2
200 hook bottom longline,2
"Bottom trawl, 450 m wire out.",2
"gill net, hook & line",2
75' otter trawl,2
Baited hook and line,2
"6'c.s., 6'x12' 1/4"" mesh & 30' bag seine",2
"""ARRASTO"" NET",2
"2'x4'x1/2"" trap",2
"3'x1.5'x1/4"" trap",2
1098-0m wire out,2
Deep-set nets,2
in lumen-lumen net,2
hand strainer,2
by snorkler,2
DIED IN STEIHART AQUARIUM,2
35' otter trawl,2
large beam trawl and surface tow net,2
"Bottom trawl, no. 25; 1170 m wire-out",2
Bottom trawl: 1050 m wire out.,2
"Bottom trawl, no. 25, 520 m wire out.",2
PT; no. 7; 110 m wire out,2
8' beam trawl,2
beach pick-up,2
Oil oil,2
50/70' fish trawl,2
85' balloon trawl,2
1/2 in. net,2
"YOKOSUKA/SHINKAI 6500/Manipulator, Rear box",2
NATSUSHIMA/HYPER-DOLPHIN/MBARI core sampler Red=Long,2
STD,2
Night trawl,2
Sligsby-Gorbunov trawl; midwater trawl,2
"Trawl, type undefinedTV box corer",2
"Commercial otter trawl, 165-0 m. Conical dredge, 157 m.",2
"(a) Hand net, 0 m.; (b) commercial otter trawl, dark green sand, 141-137 m.",2
MRMCS0150000006D_METH_001,2
in beach grit,2
trawled by net,2
trawled local fisherman,2
"hook, from boat",2
150' HAND LINE WITH RED FEATHER LURE,2
BLANKET NET,2
"dip net, light",2
flew on shore,2
"18 1/8"" mesh Gee minnow traps",2
"8 1/8"" & 2 1/4"" mesh Gee minnow traps",2
5 1/8-inch mesh  Gee minnow traps,2
Commercial swordfish tuna lines.,2
"Seine of nylon mesh, mosquito net size & throw net",2
"6 ft IKMT, DDPS, Paired cod end, Wire out 165 ft",2
"6 ft IKMT, Wire out 3000 ft",2
"6 ft IKMT DDPS 2 Dr, Wire out 330 ft",2
Fish kill,2
Draga BT,2
"1 m tow nets. Mouth circular, 1 m in diameter: mesh graded, at cod-end 16 to the linear inch. Horizontal and oblique tows.",2
trawled; taken live,2
deep water traps,2
taken,2
"Snails were collected from rocks and in deep sand accumulations in backwater pools, RDB.",2
"30m otter trawl, pay out 1550m",2
30'otter trawl,2
MRNIR009000000F7_METH_005,2
IKPT net; mesh size: 1 mm; horizontal tow; wire out: 209 m,2
IKPT net; mesh size: 1 mm; oblique tow; wire out: 765 m,2
Manta net,2
DASSHDT00000376_METH_03,2
caught,2
DECK,2
Chinese shrimp net catches,2
"drift net, 450'x25', 7"" mesh",2
"deep plankton haul, 1290m wire out",2
"6 ft. beam trawl, 225m wire out",2
MRCCW1630000005B_METH_001,2
GearType =198 crab pots; set time=71hrs,2
1.5 m wide push-net having a stretched knot-to-knot mesh of 17 mm. Fishing time = 79 mins,2
Collected from floating dock,2
videoed,2
"YOKOSUKA/SHINKAI 6500/Suction sampler, container #2",2
KAIYO/Hand picking,2
Semi-pelagic trawl net,2
"Night light, dipnet.",2
hand caught,2
Net and hand.,2
poison spread.,2
GILL NETS:125ft X 8ft EXPERIMENTAL; 400 ft X*,2
10-25mab,2
Prawn trawl.,2
BLOCK RIG OVERNIGHT,2
NNP,2
2.7 l leaf litter,2
Cheminey master,2
"small specimens: several scoops of sediment were taken approximately 30 cm below the sea floor, and were quickly washed with sea water in a bucket to suspend interstitial animals before the water was filtered through a 40-100 μm mesh sieve.",2
attached to fishing line,2
"PIN HOOK, DOUGH BAIT",2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Orange roughy""}",2
2.5 l leaf litter,2
200 - BT,2
grapnel dragging bottom,2
Autonomous Reef Monitoring Structure,2
DIVING,2
electric lighter,2
"FROM OYSTER SHELLS, BY HAND",2
AMOSTRADOR: VAN VEEN,2
"Sampling Gear: Stramin-net, open, conical, 200 cm in diameter at opening, 1mm mesh size. Length of wire (m): 100-200. Duration of haul (minutes): 120",2
"Bottom Sample, Eckman",2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 200. Duration of haul (minutes): 15",2
Kelvin tube,2
"{""Method"":""bottom longline"",""CaptureMethod"":"""",""VesselLengthinMetres"":""6-17"",""TargetSpecies"":""Gurnard""}",2
"HIARI (?LONCHOCARPUS) ROOT, DIPNET",2
"Hucke-Gaete, R., Acevedo, J., Osman, L., Vargas, R., Blank, O., & Torres, D. (2001). Estudios ecológicos sobre el lobo fino antártico, Arctocephalus gazella, cabo Shirreff, isla Livingston, Shetland del Sur, Antártica. Informe científico. ECA XXXVII, Proyecto-018 Instituto Antártico Chileno.",2
15-40mab,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Hoki"",""MitigationMethod"":""baffler"","" other""}",2
Kescherfang,2
"Mocness, Stufe 6",2
HS Neuston N.,2
"{""Method"":""trawl"",""CaptureMethod"":""unknown"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":tori, baffler""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Silver warehou"",""MitigationEquipment"":baffler""}",2
Crayfish traps,2
Gauss,2
TrawlType=M.TR. 77.4; HorizontalOpeningInM=0; VerticalOpeningInM=0; WarpLengthInM=900,2
"PLANKTON NETS, 20 FOOT OTTER TRAWL",2
"{""Method"":""setnet"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""6-17"",""TargetSpecies"":""Butterfish""}",2
255'-Grundschleppnetz,2
ÍKMT 10´,2
MRMLN001000000F0_METH_001,2
LL (long Line),2
"DIP NET, SEINE, ROTENONE",2
140' -BT,2
Bathy-thermograph,2
D-box,2
WASHED ASHORE DYING,2
QUINALDINE AND HANDNET,2
"{""Method"":""trawl"",""CaptureMethod"":""paravane"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":tori, baffler""}",2
"{""Method"":""trawl"",""CaptureMethod"":""warp or door"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":tori""}",2
trawled dredge; subsamplingcoefficient: 0.119,2
"Engel trawl, rect. Brd.",2
rede malhadeira,2
40 ft OTTER TRAWL,2
DREDGE 2,2
carboy trap,2
10 FOOT TRAWL 1/8 INCH MESH,2
Panel submerged 4 Feb 1979,2
Panels submerged 1-12 months,2
Nitelite,2
Shovel and sieve,2
HAND-CROPPED,2
"Scuba, night",2
"surface towing of a larva net (1.6 m diameter, mesh size in 0.5 * 0.5 mm) at 1.5-2 knots for 10 min at night",2
Yabby pump and sieve,2
hand (from rocky shore),2
"NATSUSHIMA/SHINKAI 2000/Slurp gun, Single canister",2
"hand intertidal (three subsamples, picked up specimens from shale bench, tide pools, and kelp holdfasts)",2
trawl/dredge,2
MRNE01750000000C_METH_002,2
Calcareous algae rinsing,2
Taken with electroshocking gear.,2
Tanner dredge,2
gaffed,2
MRNIR009000000DC_METH_001,2
dynamite (?),2
Nejiri niyoru saisyuu,2
BMOC (bongo net),2
dredge and trawl,2
Trap - Lobster,2
DSN:DN:DA:TR(SO),2
born on deck,2
DAP,2
70 ft shrimp trawl,2
NEKTON,2
Night Scuba,2
6'MWT,2
NEUSTON,2
Shore collection under boulders at low tide,2
DSN?:DA(HE),2
MRCCW1630000005A_METH_001,2
MTD net (wire out: 50 m),2
On Carpophyllum maschalocarpum,2
Benthic Net,2
1.5 m wide push-net having a stretched knot-to-knot mesh of 17 mm. Fishing time = 41 mins,2
setline & trap,2
midwater trawl (MT),2
GearType =211 crab pots; set time=48hrs,2
Shore collection in intertidal pools under stones,2
YOKOSUKA/SHINKAI 6500/Bait-trap,2
Hand nets (40-cm diameter and 1-mm mesh size),2
"Shore collection, under base of Durvillea",2
KICKNET,2
GearType=Hand with flood light,2
10-foot Blake trawl,2
Dredged by boat,2
"{""Method"":""trawl"",""CaptureMethod"":""warp of door"",""VesselLengthinMetres"":""6-17"",""TargetSpecies"":""Lemon sole""}",2
rede de pesca,2
"Plastic transparant hand core (3,6 cm diameter, 30 cm length), sieving by 385m sieve",2
"BT, Nansen bottles",2
75' seine,2
Fish light and lift net.,2
50' flat trawl,2
70' 4-seam trawl,2
6-ft tumbler dredge,2
"7 ft. beam trawl, 225m wire out",2
nylon flyscreen seine,2
2 open intermediate tow nets set tandem each haul,2
trap baited with cut mullet,2
G.B. & R.P. ROSSBACH,2
cast net; traps,2
12' TANNER BEAM TRAWL,2
IKPT net; mesh size: 1 mm; oblique tow; wire out: 834 m,2
4 m hexagon-net; horizontal tow in 75 m wire out with wire angle 69 deg.; ship speed 1.5 knots; towing duration 30 mins,2
"Sampling Gear: Young-fish trawl, 330 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 1800. Duration of haul (minutes): 120",2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 400. Duration of haul (minutes): 30",2
"Croll, D., Bengtson, J., Holt, R. S., & Torres, D. (1992). AMLR 1991/92 Field Season Report. Census of Antarctic fur seal colonies of the South Shetland Islands, 1991-92. U.S. Department of Commerce, NOAA Administrative Report LJ-92-17, 82-85.",2
trawled dredge; subsamplingcoefficient: 0.379,2
trawled dredge; subsamplingcoefficient: 0.229,2
trawled dredge; subsamplingcoefficient: 0.051,2
"Sampling Gear: Young-fish trawl, 330 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 25. Duration of haul (minutes): 30",2
"gill nets, rotenone",2
Open & close Tucker trawl,2
night light.,2
dipnetted at night under a light,2
"Ring net, 308 micron mesh",2
"pushnet, dipnet",2
"dipnets, seine, poison",2
200' BOTTOM TRAWL,2
"1 l Synpre, Ivory powder.",2
4 ft. seine,2
prawn trap 40,2
prawn trap 43,2
"Bottom trawl, 580 m wire out.",2
"Bottom trawl, 1220 m wire out.",2
100' beach seine,2
"Recolecta de epifauna en raíz de manglar. Narcotización con cristales de mentol. Fijación y Preservación en ETOH 96 %, con recambio a las 6, 12 y 24 horas.",2
From beach,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Tarakihi"",""MitigationEquipment"":""tori""}",2
MRSNH03200000002_METH_010,2
GearType=Clarke-Bumpus Sampler,2
"Lander, Sediment",2
trawled dredge; subsamplingcoefficient: 0.037,2
trawled dredge; subsamplingcoefficient: 0.107,2
trawled dredge; subsamplingcoefficient: 0.235,2
trawled dredge; subsamplingcoefficient: 0.259,2
sled,2
large core,2
crayfish traps,2
Rastra triangular grande,2
Dredge.,2
DEEP PLANKTON HAUL,2
"dipnets, dry ice",2
from hydrocast,2
Gulf of Mexico shrimp trawl (forty foot lead line),2
40 ft. bottom trawl,2
TRAP NET,2
"spear, night light",2
"Nansen bottles, bottom grab",2
hook & line (Harengula bait),2
4-ft dredge,2
BT # 24; 185m wire out,2
BT No. 24; 165 m wire out,2
50/70' roller rigged fish trawl,2
"3'x18""x1/4"" trap",2
800 fm. wire,2
885-0m wire out,2
"T-B net, 600-0m wire",2
"light night, dip nets",2
1 m net,2
Muestreo con Red de pesca sobre fondos blandos,2
SCUBA and shaking coral in a bag,2
"Colecta manual, Cilindro de coral sumergido durante 12 meses",2
LONGLINE WITH BAITED HOOKS & CHUMMING AT DEPTH,2
CYANIDE,2
"6' beam trawl, 200m wire out",2
30-minute surface tow,2
Bottom trawl no. 25; 320 m wire out,2
Bottom trawl no. 25; 1250 m wire out,2
Handnets,2
baited line,2
PRAWN TRAWL,2
trimix scuba diving,2
"KAIREI/KAIKO/Slurp gun, In canister",2
"NATSUSHIMA/HYPER-DOLPHIN/Mud sampler, M-type sediment sampler (No1)",2
YOKOSUKA/SHINKAI 6500/Gate Sampler,2
"DIP NET, LIGHT",2
50/70' 2-seam fish trawl with rollers & spacers...,2
seine net from boat,2
"30' midwater trawl, 450 fms. cable out",2
41 Gee minnow traps,2
"Commercial sampler, tuna longline.",2
"6 ft IKMT 4 dr DDPS, Wire out 4951 ft",2
"6 ft IMKT 4 dr DDPS, Wire out 660 ft",2
"6 ft IKMT, Wire out 2000 ft",2
10 foot Isaacs-Kidd midwater trawl.,2
"step towing with IKMT net (-160, 110, 50 m)",2
"Hydro, BT",2
Draga circular 2,2
Rede diurna,2
Prawn trawl Mk 2,2
Sighted,2
Capture and discard,2
Crab pots,2
beach,2
line trawl 30-40m,2
nets of 1m mouth diameter,2
Gill-net,2
Isaac-Kidd midwater trawl: 1000 m of wire out,2
Beach Seine.,2
square net 70m x 70m x 30m,2
small beam trawl and mud bag,2
12' Agassiz beam trawl,2
MRMLN004000000E0_METH_001,2
"YOKOSUKA/SHINKAI 6500/Suction sampler, Canister bottle #4",2
Shipek,2
41-ft Shrimp trawl,2
Mid-tide line,2
local fishermen,2
Hi tide after storm attached to tunicates,2
dredged at night,2
dip nets around float,2
Isaacs-Kidd 10-ft. midwater trawl,2
"rod & line, piece of liver bait",2
light at night,2
8 ft. Tanner beam trawl & surface tow,2
12' Agassiz beam trawl w/mud bag,2
MRCCW3000000005E_METH_007,2
"Shore collection, on Haliotis iris",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Orange roughy""}",2
TrawlType=M.TR. 77; WarpLengthInM=1500,2
"YOKOSUKA/SHINKAI 6500/Manipulator, Biobox",2
"ORI-69 net (wire out: 35 m), night",2
ORI-69 net (wire out: 130 m),2
Gear: Bottom trawl,2
salmon seine,2
observed from a submersible,2
MRMCS01700000012_METH_001,2
angled,2
Otter trawl to bottom.,2
"TUCKER TRAWL, 40 MIN. TOW",2
75' seine.,2
bottom meter trawl (BMT haul 288),2
bottom meter trawl (BMT haul 291),2
Two 65' otter trawls,2
barrier net,2
Rotenone and scuba,2
"{""Method"":""trawl"",""CaptureMethod"":""warp of door"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Hoki""}",2
Siphon hose.,2
"DIPNET, IN CANOE",2
CMBT-1600,2
CIRCULAR TRAWL,2
"ROTENONE, DIPNETS, GILL NET",2
"Epibenthic sledge, supranet",2
"snorkeling, scuba-diving",2
Portuguese harpoon gun,2
ST 251,2
TrawlType=M.TR. 77.4; HorizontalOpeningInM=36; VerticalOpeningInM=28; WarpLengthInM=420,2
Shrimp (Kuruma-ebi) trawl,2
"DIPNET, ANCHOR LIGHT",2
MRMLN004000000F5_METH_002,2
"{""Method"":""trawl"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Orange roughy""}",2
net (set overnight on 3/31/1982 & pulled on 4/1982,2
to 60mab,2
MRNIR00500000031_METH_001,2
1.5 DRG,2
"BT,1",2
Neustonnetz,2
12-FOOT SEINE,2
MRMLN0010000011F_METH_001,2
BT 216,2
"Sampling Gear: Ring-trawl, 130 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 300. Duration of haul (minutes): 30",2
"Sampling Gear: Stramin-net, open, conical, 200 cm in diameter at opening, 1mm mesh size. Length of wire (m): 50-100-150. Duration of haul (minutes): 90",2
200`BT,2
Lift / Shuttle / Nasa,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Common warehou"",""MitigationMethod"":""tori"","" baffler""}",2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 1600. Duration of haul (minutes): 240",2
geangelt,2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Barracouta"",""MitigationMethod"":""tori""}",2
"2:45-3:15 PM. Searches: 3 ground, 1 (Paul) plant beats",2
"DIPNET, UNDERWATER LIGHT",2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Snapper"",""MitigationMethod"":""baffler""}",2
TM 1600,2
316 MT,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Arrow squid"",""MitigationMethod"":""baffler"","" other""}",2
50 FOOT FLAT TRAWL,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Hoki"",""MitigationEquipment"":none""}",2
"10 FOOT OTTER TRAWL, 30 FOOT CUT",2
"{""Method"":""trawl"",""CaptureMethod"":""mitigation device"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":tori""}",2
Fish net,2
General collecting,2
MRMLN0010000013B_METH_001,2
NEL Box Core,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Hoki"",""MitigationEquipment"":tori, baffler""}",2
TrawlType=B.TR. 25; HorizontalOpeningInM=15; VerticalOpeningInM=3; WarpLengthInM=880,2
IKMT 1600,2
65 FOOT SHRIMP TRAWL,2
trawled dredge; subsamplingcoefficient: 0.236,2
"{""Method"":""trawl"",""CaptureMethod"":""mitigation device"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Hoki"",""MitigationEquipment"":tori, baffler""}",2
BT 140´m Innensteert,2
"{""Method"":""bottom longline"",""CaptureMethod"":""hook"",""VesselLengthinMetres"":""6-17"",""TargetSpecies"":""Tarakihi""}",2
TrawlType=B.TR. 28; HorizontalOpeningInM=17; VerticalOpeningInM=5; WarpLengthInM=2100; BottomDepthInM=1000,2
DRAGNET (RED BARRADERA),2
Scallop trawl,2
"SEINES, 0.25 in MESH",2
100 (?) FOOT SEINE,2
Lobster (Naga-ebi) nets,2
"Star trawl, oval board",2
100 ft X 8 ft X 0.25 in MESH ORANGE AND *,2
stomach contents of Hemitrygon akajei,2
"P50.  Silk net, 50 cm wide",2
Caught by night,2
MRMLN00100000126_METH_001,2
Ichthyological net with 160 cm diameter,2
Taken by bottom nets,2
"Sled, Epibenthic, Brenke",2
trimix  Diving,2
"diving, fanning",2
Gear=hook; TagType=yellow/red disc; TagAttachment=stainless steel wire,2
9 mm MESK SEINE,2
Dg,2
"ROTENONE, SNORKLE",2
Scallop fisherman,2
BC.,2
shore dip net,2
hand collection (intertidal rock bench),2
"YOKOSUKA/SHINKAI 6500/Manipulator, No.1 Box",2
NATSUSHIMA/HYPER-DOLPHIN/Attached on HYPER-DOLPHIN,2
"NATSUSHIMA/HYPER-DOLPHIN/Manipulator, Scoop",2
40 ft shrimp net,2
DASSHDT00000232_METH_01,2
pick by hand,2
baklad,2
MRMLN0040000015F_METH_001,2
Noxfish & nets,2
standard lobster trap baited with pollock/crab,2
From the stomachs of penguins,2
GearType=otter trawl for shrimp,2
Fishpots,2
KAIMEI/KM-ROV/MBARI core sampler No.2,2
Commercial Gear: Purse Seine,2
tuna bait net,2
TR HA :DN:DA:K,2
ROTENONE AND SPEAR,2
ring-oblique tow (1400 mwo),2
DAP(BA):K,2
died in aquar.,2
FILET JAP.,2
DSN:Q:EXTRAP.,2
IKPT net; mesh size: 1 mm; oblique tow; wire out: 784 m,2
Hook and Line,2
DN(SO/BA),2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=950,2
IKPT net; mesh size: 1.0 mm; step tow; wire out: 401 m,2
DA:TR(BA),2
JNCCMNCR10000317_METH_002,2
flew on deck,2
FV fish trap,2
TrawlType=M.TR. 33; WarpLengthInM=450,2
MTD net; mesh size: 0.5 mm; horizontal tow; wire out: 354 m,2
nylon shirt jig,2
on marlin,2
jig,2
shark hook,2
15' otter try-net,2
DA(BA/SO),2
Grabs,2
Scuba - Shore Collecting,2
IKPT net; mesh size: 1.0 mm; step tow; wire out: 455 m,2
rotenone & SCUBA,2
"SHRIMP TRAWL, BCBG, TOW1 NET 1",2
Mussel dredge,2
collected using ORI or NORPAC nets with a mesh size of 335μm.,2
TUCKER TRAWL 1(202 MESH),2
DA(SO-BA),2
BONGO NET RIGHT 335 MESH,2
"{""Method"":""setnet"",""CaptureMethod"":""other"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""School shark""}",2
IBMT open-closing trawl,2
"from a sediment bottle collector (Reish, 1961) suspended for 28 days at one of the boat docks",2
larvae net,2
died/captivity,2
1.5 m wide push-net having a stretched knot-to-knot mesh of 17 mm. Fishing time = 23 mins,2
KAIREI/IONESS Net No. 2,2
1.6 m net; wire out: 150 m; towing duration: 30 min.; wire angle: 58 deg.; ship speed: 1.5 kts.,2
"{""Method"":""trawl"", ""VesselLengthinMetres"":""17-28"", ""TargetSpecies"":""Flats}""",2
"Shore collection, in sponge",2
GearType =195 crab pots; set time=68hrs,2
Collected mid-littoral zone,2
photographed,2
TrawlType=M.TR. 108; HorizontalOpeningInM=60; VerticalOpeningInM=30; WarpLengthInM=680,2
"YOKOSUKA/SHINKAI 6500/Manipulator, Canister, Box",2
Many specimens. In the water around a dead seal,2
300 m trawl,2
gulf shrimp trawl,2
65' balloon trawl,2
50 ft. beach seine,2
86 ft balloon trawl,2
Commercial fishing gear (nets),2
Sablefish trap,2
10-ft tucker trawl,2
WIRE TRAP,2
1-meter nekton net,2
"5 ft. sledge trawl, orange-peel bucket dredge",2
2 #8 blasting caps,2
10' OTTER TRAWL,2
30-min. surface tow.,2
Around light at night.,2
20-min. trawl.,2
"aquar. net, trap",2
71' ST,2
hook & line on bottom,2
"trawl, 448m cable",2
"Noxfish, dipnet, hand",2
1500m wire,2
880 m WIRE OUT,2
"wire, metre net",2
"metre nets, 2m net",2
in lobster trap,2
ORI-100 net; wire out: 75 m; towing duration: 30 min.; wire angle: 31 deg.,2
In Situ bottles,2
Bucket Surface Sample,2
"Sampling Gear: Silk-net, open, conical, 100 cm in diameter at opening, gauze No. 3, 0.333mm mesh size. Length of wire (m): 1200. Duration of haul (minutes): 45",2
Gear=hook; TagType=English yellow Peterson disc; TagAttachment=stainless steel pin,2
"Lance de Box corer 0.25 m2, delimitación cuadrante 32x32 cm para toma de muestra de macrofauna; tamizaje de sedimento 500 µm; narcotización, fijación; separación, conteo e identificaión de individuos",2
trawled dredge; subsamplingcoefficient: 0.682,2
trawled dredge; subsamplingcoefficient: 0.889,2
trawled dredge; subsamplingcoefficient: 0.455,2
"Sampling Gear: Young-fish trawl, 330 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 100. Duration of haul (minutes): 30",2
nylon flyscreen pushnet,2
"gill net: 1000m x 14m, 3.5"" stretch mesh",2
26 FT. BOTTOM TRAWL,2
drag,2
inshore trawl collection,2
Me.22 trawl net,2
Mocness 10m sq.,2
"large otter trawl, 140 m wire out",2
"Bottom trawl, 600 m wire out.",2
light net,2
rod and reel,2
small dredge & small trawl,2
60-78 Eastern trawl,2
"18 in. trap, 4' U trap",2
Anton Dohrn,2
MRMLN004000000F3_METH_001,2
MRMLN001000000E4_METH_001,2
"{""Method"":""bottom longline"",""CaptureMethod"":""hook"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Snapper"",""MitigationEquipment"":tori""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Ling"",""MitigationEquipment"":tori, baffler""}",2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=550,2
TrawlType=B.TR. 28.8; HorizontalOpeningInM=32; VerticalOpeningInM=13; WarpLengthInM=300,2
MRSNH03200000002_METH_053,2
Water sample,2
Arrastre horizontal con red 71 cm de diametro y poro de 200 µm,2
trawled dredge; subsamplingcoefficient: 0.076,2
trawled dredge; subsamplingcoefficient: 0.769,2
trawled dredge; subsamplingcoefficient: 0.156,2
Washed on board.,2
GLO-DCM,2
low tide at night,2
deep water tangle nets,2
trawler net,2
Rastra tiangular,2
"41' Gulf semi-balloon otter trawl, 0.5 inch liner",2
water-beetle trap (1 gal. jar w/cone screen),2
"DIP NET, NIGHT LIGHT",2
found dead on surface near fast & pack ice,2
6' CS seine,2
jumped aboard ship,2
"dipnet, 6x12' seine, hand",2
wire minnow trap set overnight,2
BT no. 24.  120 m wire out.,2
benthic longline,2
BT No. 21; wire out 130 m,2
"tow nets, otter trawl",2
baskets of oysters suspended from rafts,2
40' 2-seam balloon trawl,2
Se fragmentaron rocas de tipo lodolita y coralino. recolecta manuel de debajo de las piedras.,2
Bio chain dredge,2
"Net, 100cm diameter, Surface",2
Dead specimens,2
by submersible Alvin,2
by trawler,2
found live,2
"BOTTOM TRAWL, 1000 m.w.o.",2
"rod and line, brass and chrome lure",2
PICKED UP ON BEACH,2
"NIGHT LIGHT, DIP NET",2
troll line,2
"""atarraya"" - throw net",2
trawl (day),2
"Bottom trawl, no. 25; 250 m wire out",2
rotenone & diving,2
Chemfish & spear,2
"midwater or bottom trawls, or traps",2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=1250; BottomDepthInM=450,2
"YOKOSUKA/SHINKAI 6500/Manipulator, Box rear",2
Gear=Danish seine; TagType=French yellow Peterson disc; TagAttachment=stainless steel wire,2
Hidrófono omnidireccional,2
Nets attached to commercial otter trawl,2
Local fishermen,2
Expisces,2
hook from deck,2
gill nets & bag nets,2
BOAT SEINES,2
found dead on deck,2
"7 1/8"" mesh Gee minnow traps",2
